1.5,2.44248616746532e-7
1.6,3.2932696055318756e-7
1.7,4.4012485322427794e-7
1.8,5.849547570031905e-7
1.9,7.759190013103215e-7
2.,1.0314543971596507e-6
2.1,1.381203084588441e-6
2.2,1.876042026511984e-6
2.3,2.610711341478173e-6
2.4,3.7812561942755756e-6
2.5,5.855774693362037e-6
2.6,0.00001020763766850731
2.7,0.000022346791982110097
2.8,0.00007248425106009061
2.9000000000000004,0.00006347689094386197
3.,0.000012233600266802604
3.1,3.2393508715797966e-6
3.2,9.316945695208034e-7
3.3,2.2057961722235676e-7
3.4000000000000004,4.639413452631758e-8
3.5,1.0032135057642577e-7
3.6,2.714322437203638e-7
3.7,5.142586782254593e-7
3.8000000000000003,8.086606511643121e-7
3.9000000000000004,1.1454847964882363e-6
4.,1.5207782986966098e-6
4.1,1.9332274960918715e-6
4.2,2.382938139367711e-6
4.300000000000001,2.870819500236444e-6
4.4,3.3982581921228347e-6
4.5,3.966938524562235e-6
4.6,4.578740321546685e-6
4.7,5.235679247488894e-6
4.800000000000001,5.9398712098867306e-6
4.9,6.6935107721954385e-6
5.,7.498857908365995e-6
5.1,8.358229821123468e-6
5.2,9.273995884090054e-6
5.300000000000001,0.000010248574536338571
5.4,0.000011284431409535456
5.5,0.000012384078238620637
5.6000000000000005,0.000013550072272298891
5.7,0.000014785016002177712
5.8,0.00001609155709390543
5.9,0.000017472388444756512
6.,0.000018930248318557113
6.1000000000000005,0.000020467920526020703
6.2,0.00002208823462979617
6.300000000000001,0.000023794066160922023
6.4,0.000025588336838255594
6.5,0.000027474014785671075
6.6000000000000005,0.000029454114743947592
6.7,0.000031531698275669125
6.800000000000001,0.00003370987396236487
6.9,0.00003599179759371046
7.,0.00003838067234896894
